trope,count,movies_with_trope,avg_rating
Bowdlerise,38,"['ANewHope', 'TheMartian', 'PulpFiction', 'TheDarkKnightRises', 'Dogma', 'Casablanca', 'Psycho', 'TheBigLebowski', 'BladeRunner', 'JohnWickChapter2', 'EuroTrip', 'FightClub', 'TheSocialNetwork', 'Terminator2JudgmentDay', 'DieHard2', 'DieHardWithaVengeance', 'CrazyRichAsians', 'TheAbyss', 'StarWarsTheRiseofSkywalker', 'AllThatJazz', 'ThankYouforSmoking', 'KikisDeliveryService', 'Onward', 'SpiderManHomecoming', 'StandbyMe', 'Barbie', 'Oppenheimer', 'GuardiansoftheGalaxyVol3', 'AustinPowersInternationalManofMystery', 'LegallyBlonde', 'ToyStory2', 'ETtheExtraTerrestrial', 'TheRockyHorrorPictureShow', 'Anora', 'BlackPanther', 'TheRock', 'RainMan', 'Glory']",3.39
"""Bringer of War"" Music",8,"['ANewHope', 'TheEmpireStrikesBack', 'IndependenceDay', 'ApocalypseNow', 'TheLordoftheRingsTheTwoTowers', 'TheMaskofZorro', 'StarTrekVITheUndiscoveredCountry', 'DunePartTwo']",3.75
Actually Pretty Funny,63,"['TheEmpireStrikesBack', 'ReturnoftheJedi', 'Moneyball', 'BatmanBegins', 'TheGreenMile', 'Boyhood', 'CaptainAmericaTheWinterSoldier', 'KingsmanTheSecretService', 'TheDarkKnightRises', 'CatchMeIfYouCan', 'Dogma', 'TheBreakfastClub', 'TwelveAngryMen', 'CaptainAmericaCivilWar', 'TheBridgeontheRiverKwai', 'StraightOuttaCompton', 'CaptainFantastic', 'HacksawRidge', 'TheHobbitAnUnexpectedJourney', 'JohnWickChapter2', 'GuardiansoftheGalaxyVol2', 'Aliens', 'TheRoyalTenenbaums', 'BabyDriver', 'ThorRagnarok', 'DieHardWithaVengeance', 'KingsmanTheGoldenCircle', 'StarshipTroopers', 'ThePost', 'Network', 'GoodWillHunting', 'ThisIsSpinalTap', 'TheFanatic', 'Joker', 'GreenRoom', 'TheLordoftheRingsTheTwoTowers', 'NineteenSeventeen', 'KnivesOut', 'Hamilton', 'ThankYouforSmoking', 'ThreeBillboardsOutsideEbbingMissouri', 'BoratSubsequentMoviefilm', 'Luca', 'SpiderManFarFromHome', 'TriangleofSadness', 'JohnWickChapter4', 'InsideMan', 'StarTrekVITheUndiscoveredCountry', 'KillersoftheFlowerMoon', 'MasterandCommanderTheFarSideoftheWorld', 'TheLordoftheRingsTheFellowshipoftheRing', 'TheDeathofStalin', 'Atonement', 'Clueless', 'ETtheExtraTerrestrial', 'Anora', 'RaidersoftheLostArk', 'Pride', 'LittleMissSunshine', 'Up', 'LAConfidential', 'TheLifeofChuck', 'MyCousinVinny']",3.43
Advertised Extra,45,"['TheEmpireStrikesBack', 'AvengersAgeofUltron', 'TheHungerGames', 'PacificRim', 'CaptainAmericaTheWinterSoldier', 'StarWarsTheForceAwakens', 'MyNeighborTotoro', 'BadAss', 'RogueOneAStarWarsStory', 'Inception', 'GuardiansoftheGalaxyVol2', 'EuroTrip', 'BabyDriver', 'ThorRagnarok', 'KingsmanTheGoldenCircle', 'Moana', 'StarWarsTheLastJedi', 'Deadpool2', 'ThePhantomMenace', 'JohnWickChapter3Parabellum', 'OnceUponaTimeinHollywood', 'HaroldAndKumarGoToWhiteCastle', 'Moon', 'StarWarsTheRiseofSkywalker', 'TheLordoftheRingsTheReturnoftheKing', 'Hamilton', 'TheLegoMovie', 'ValerianandtheCityofaThousandPlanets', 'EyesWideShut', 'Her', 'SingStreet', 'ThreeBillboardsOutsideEbbingMissouri', 'Dune1984', 'Lovelace', 'SpiderManHomecoming', 'Barbie', 'GuardiansoftheGalaxyVol3', 'DazedandConfused', 'TheSubstance', 'ToyStory3', 'InsideOut2', 'ChickenRunDawnoftheNugget', 'TheLifeofChuck', 'KPopDemonHunters', 'OneBattleAfterAnother']",3.13
"Alas, Poor Villain",37,"['TheEmpireStrikesBack', 'ReturnoftheJedi', 'PulpFiction', 'TheSilenceoftheLambs', 'CaptainPhillips', 'TheGreenMile', 'TheHungerGames', 'DonnieBrasco', 'IronSky', 'Psycho', 'TheBourneIdentity', 'HardcoreHenry', 'TwoThousandOneASpaceOdyssey', 'TheGreatEscape', 'Snitch', 'BladeRunner', 'AlienResurrection', 'WarforthePlanetoftheApes', 'LettheRightOneIn', 'YouWereNeverReallyHere', 'ITonya', 'ReadyPlayerOne', 'ApocalypseNow', 'GreenRoom', 'TheLordoftheRingsTheTwoTowers', 'UncutGems', 'DoubleIndemnity', 'InBruges', 'ThePoweroftheDog', 'WhoFramedRogerRabbit', 'TheRockyHorrorPictureShow', 'BlackPanther', 'Happiness', 'Up', 'TheRock', 'TheKingofComedy', 'WakeUpDeadMan']",3.39
The Alleged Car,22,"['TheEmpireStrikesBack', 'AntMan', 'TheBigLebowski', 'JohnWickChapter2', 'PatriotsDay', 'BoogieNights', 'TwentiethCenturyWomen', 'Terminator2JudgmentDay', 'DieHardWithaVengeance', 'StarWarsTheLastJedi', 'GoodWillHunting', 'OnceUponaTimeinHollywood', 'KnivesOut', 'KikisDeliveryService', 'TheWorldsEnd', 'Onward', 'Us', 'Broker', 'StarTrekVTheFinalFrontier', 'Bridesmaids', 'LittleMissSunshine', 'Friday']",3.43
All There in the Manual,77,"['TheEmpireStrikesBack', 'ReturnoftheJedi', 'TheMartian', 'TheShining', 'Memento', 'RequiemforaDream', 'AvengersAgeofUltron', 'PacificRim', 'IronMan3', 'EdgeofTomorrow', 'StarWarsTheForceAwakens', 'Battleship', 'IronSky', 'TheDarkKnightRises', 'BigHero6', 'HowtoTrainYourDragon2', 'ShaunoftheDead', 'RatchetAndClank2016', 'ItsaWonderfulLife', 'TheSevenYearItch', 'HardcoreHenry', 'FantasticBeastsandWheretoFindThem', 'TwoThousandOneASpaceOdyssey', 'RogueOneAStarWarsStory', 'RosemarysBaby', 'JohnWickChapter2', 'Logan', 'SynecdocheNewYork', 'Aliens', 'District9', 'Alien3', 'ScottPilgrimvstheWorld', 'Prometheus', 'TheTerminator', 'AlienCovenant', 'DieHardWithaVengeance', 'GetOut', 'StarWarsTheLastJedi', 'IndependenceDay', 'Network', 'TheAbyss', 'ThisIsSpinalTap', 'ThePhantomMenace', 'Joker', 'StarWarsTheRiseofSkywalker', 'PortraitofaLadyonFire', 'CriesandWhispers', 'Overlord', 'Hamilton', 'Stalker', 'TheRoadtoElDorado', 'KikisDeliveryService', 'TheTrumanShow', 'AmericanPsycho', 'Luca', 'SpiderManFarFromHome', 'SpiderManNoWayHome', 'SpiderManIntotheSpiderVerse', 'StarTrekIIITheSearchforSpock', 'StarTrekIVTheVoyageHome', 'StarTrekVTheFinalFrontier', 'StarTrekVITheUndiscoveredCountry', 'StarTrekTheMotionPicture', 'WhoFramedRogerRabbit', 'GuardiansoftheGalaxyVol3', 'TheZoneofInterest', 'TheDeathofStalin', 'ETtheExtraTerrestrial', 'InsideOut2', 'TheGodfather', 'TheGodfatherPartII', 'RaidersoftheLostArk', 'MulhollandDrive', 'BlackPanther', 'Sinners', 'OfficeSpace', 'PalmSprings']",3.32
Almost Kiss,15,"['TheEmpireStrikesBack', 'SchindlersList', 'Carol', 'Gattaca', 'StarshipTroopers', 'TheGoonies', 'Brazil', 'PortraitofaLadyonFire', 'Hamilton', 'ValerianandtheCityofaThousandPlanets', 'JojoRabbit', 'PrideAndPrejudice2005', 'WhoFramedRogerRabbit', 'EverythingEverywhereAllatOnce', 'Bottoms']",3.43
Ambiguous Situation,76,"['TheEmpireStrikesBack', 'ExMachina', 'AntMan', 'BrokebackMountain', 'Nightcrawler', 'IronMan3', 'TheDarkKnightRises', 'TheDeparted', 'CatchMeIfYouCan', 'TwelveAngryMen', 'StraightOuttaCompton', 'GroundhogDay', 'TheBigLebowski', 'Inception', 'ManchesterbytheSea', 'NoCountryforOldMen', 'ThereWillBeBlood', 'TwinPeaks', 'Fences', 'Aliens', 'Cache', 'Prometheus', 'ItComesatNight', 'EventHorizon', 'ThorRagnarok', 'TheMaster', 'Annihilation', 'Hereditary', 'Deadpool2', 'ApocalypseNow', 'InglouriousBasterds', 'ThePhantomMenace', 'JohnWickChapter3Parabellum', 'TheConversation', 'SonofSaul', 'OnceUponaTimeinHollywood', 'MarriageStory', 'StarWarsTheRiseofSkywalker', 'UncutGems', 'ThePrestige', 'Andhadhun', 'EyesWideShut', 'RayaandtheLastDragon', 'MemoriesofMurder', 'PromisingYoungWoman', 'BoratSubsequentMoviefilm', 'TheFrenchDispatchoftheLibertyKansasEveningSun', 'SpiderManHomecoming', 'SpiderManFarFromHome', 'SpiderManNoWayHome', 'AnotherRound', 'Us', 'TheMenu', 'TheBansheesofInisherin', 'SpiderManIntotheSpiderVerse', 'Oppenheimer', 'KillersoftheFlowerMoon', 'AnatomyofaFall', 'PoorThings', 'DunePartTwo', 'TheLordoftheRingsTheFellowshipoftheRing', 'PerfectDays', 'TheGodfather', 'TheGodfatherPartII', 'ThePiano', 'TheBrutalist', 'ChickenRunDawnoftheNugget', 'BlacKkKlansman', 'Sinners', 'Up', 'LoveLiesBleeding', 'TheAssistant', 'KPopDemonHunters', 'Amadeus', 'PalmSprings', 'Bugonia']",3.60
And the Adventure Continues,38,"['TheEmpireStrikesBack', 'TheMartian', 'InsideOut', 'ThisMeansWar', 'CaptainAmericaTheWinterSoldier', 'TheDarkKnightRises', 'BigHero6', 'CaptainAmericaCivilWar', 'BladeRunner', 'BoogieNights', 'HotFuzz', 'ScottPilgrimvstheWorld', 'Prometheus', 'Moana', 'StarshipTroopers', 'PrideandPrejudiceandZombies', 'Joker', 'StarWarsTheRiseofSkywalker', 'TheLordoftheRingsTheReturnoftheKing', 'Overlord', 'TheLegoMovie', 'TheRoadtoElDorado', 'TheMaskofZorro', 'TheWorldsEnd', 'Luca', 'SpiderManNoWayHome', 'SpiderManIntotheSpiderVerse', 'StarTrekIIITheSearchforSpock', 'StarTrekIVTheVoyageHome', 'StarTrekVITheUndiscoveredCountry', 'StarTrekTheMotionPicture', 'GuardiansoftheGalaxyVol3', 'MasterandCommanderTheFarSideoftheWorld', 'ToyStory3', 'ChickenRunDawnoftheNugget', 'KissKissBangBang', 'KPopDemonHunters', 'OneBattleAfterAnother']",3.36
Anti-Villain,28,"['TheEmpireStrikesBack', 'Sicario', 'AvengersAgeofUltron', 'Battleship', 'TheDeparted', 'LazerTeam', 'CatchMeIfYouCan', 'RearWindow', 'CaptainAmericaCivilWar', 'NowYouSeeMe2', 'CityofGod', 'HellorHighWater', 'TwelveYearsASlave', 'TheGreatEscape', 'Gattaca', 'Searching', 'TheGraduate', 'AdAstra', 'EntertheVoid', 'TheFanatic', 'RayaandtheLastDragon', 'SpiderManHomecoming', 'Us', 'InBruges', 'JohnWickChapter4', 'TheLivesofOthers', 'StarTrekVTheFinalFrontier', 'TheRock']",3.25
Apocalyptic Log,11,"['TheEmpireStrikesBack', 'OneHundredAndTwentySevenHours', 'BigHero6', 'Prometheus', 'EventHorizon', 'Annihilation', 'GrizzlyMan', 'REC', 'DoubleIndemnity', 'Veronica', 'Hush']",3.55
Armor-Piercing Response,29,"['TheEmpireStrikesBack', 'TheMartian', 'Moneyball', 'TheDarkKnightRises', 'CaptainAmericaCivilWar', 'GroundhogDay', 'HellorHighWater', 'CaptainFantastic', 'Alien3', 'HappyEnd', 'StarWarsTheLastJedi', 'GoodbyeChristopherRobin', 'OnceUponaTimeinHollywood', 'Chinatown', 'TheLordoftheRingsTheTwoTowers', 'ChasingAmy', 'SpiderManHomecoming', 'SpiderManNoWayHome', 'Booksmart', 'TheMenu', 'TheDayAfterTomorrow', 'Oppenheimer', 'TheDeathofStalin', 'ToyStory1', 'Pride', 'Up', 'KPopDemonHunters', 'PalmSprings', 'MyCousinVinny']",3.38
Artistic License – Physics,48,"['TheEmpireStrikesBack', 'TheMartian', 'AntMan', 'ReservoirDogs', 'AvengersAgeofUltron', 'BatmanBegins', 'TheGreenMile', 'Gravity', 'PacificRim', 'IronMan3', 'TheHobbitTheDesolationofSmaug', 'CaptainAmericaTheWinterSoldier', 'IronSky', 'TheDarkKnightRises', 'BigHero6', 'CaptainAmericaCivilWar', 'HardcoreHenry', 'TwoThousandOneASpaceOdyssey', 'AssassinsCreed', 'JohnWickChapter2', 'MySuperExGirlfriend', 'Aliens', 'EventHorizon', 'DrStrangeloveorHowILearnedtoStopWorryingandLovetheBomb', 'DieHard2', 'DieHardWithaVengeance', 'KingsmanTheGoldenCircle', 'StarWarsTheLastJedi', 'StarshipTroopers', 'TheShapeofWater', 'IndependenceDay', 'TheGoonies', 'Akira', 'StarWarsTheRiseofSkywalker', 'TheGoodtheBadandtheUgly', 'Luca', 'SpiderManHomecoming', 'TheHost', 'StarTrekIVTheVoyageHome', 'TheDayAfterTomorrow', 'Nope', 'AustinPowersInternationalManofMystery', 'SnakesonaPlane', 'ToyStory1', 'TheRockyHorrorPictureShow', 'BlackPanther', 'KPopDemonHunters', 'GlassOnion']",3.33
Aside Glance,30,"['TheEmpireStrikesBack', 'TheShining', 'KillBill', 'TheHungerGames', 'TheDarkKnightRises', 'Roma1972', 'FearandLoathinginLasVegas', 'HotFuzz', 'FightClub', 'KingsmanTheGoldenCircle', 'Moana', 'Deadpool2', 'ReadyPlayerOne', 'FourMonthsThreeWeeksAndTwoDays', 'FunnyGames', 'WeirdScience', 'Joker', 'TheDoubleLifeofVeronique', 'PoliceAcademy', 'TheTrumanShow', 'MoonriseKingdom', 'Secretary', 'WhoFramedRogerRabbit', 'LaChimera', 'HotTubTimeMachine', 'TheRockyHorrorPictureShow', 'InsideOut2', 'RaidersoftheLostArk', 'PopstarNeverStopNeverStopping', 'MyCousinVinny']",3.38
As You Know,51,"['TheEmpireStrikesBack', 'TheMartian', 'Memento', 'ChildrenofMen', 'BirdmanorTheUnexpectedVirtueofIgnorance', 'TheWolfofWallStreet', 'TheHungerGames', 'PacificRim', 'TheImitationGame', 'StarWarsTheForceAwakens', 'TheDarkKnightRises', 'CatchMeIfYouCan', 'BigHero6', 'Vertigo', 'Psycho', 'TheBridgeontheRiverKwai', 'Warcraft', 'WildStrawberries', 'CaptainFantastic', 'FantasticBeastsandWheretoFindThem', 'Inception', 'TheGreatEscape', 'TheHobbitAnUnexpectedJourney', 'HiddenFigures', 'BladeRunner', 'JohnWickChapter2', 'GuardiansoftheGalaxyVol2', 'District9', 'BlowOut', 'IndependenceDay', 'ReadyPlayerOne', 'InglouriousBasterds', 'ThePhantomMenace', 'JohnWickChapter3Parabellum', 'AdAstra', 'DoubleIndemnity', 'TheTrumanShow', 'Dune1984', 'SpiderManFarFromHome', 'LadyBird', 'Close', 'SpiderManIntotheSpiderVerse', 'TheDayAfterTomorrow', 'Chernobyl', 'Oppenheimer', 'StarTrekVITheUndiscoveredCountry', 'StarTrekTheMotionPicture', 'DunePartTwo', 'Idiocracy', 'Fargo', 'MulhollandDrive']",3.60
"Attention Deficit... Ooh, Shiny!",10,"['TheEmpireStrikesBack', 'InsideOut', 'EightAndAHalf', 'Room', 'TheBigShort', 'TheLegoMovie', 'SpiderManIntotheSpiderVerse', 'Flow2024', 'TheEmperorsNewGroove', 'Up']",3.60
Awful Truth,13,"['TheEmpireStrikesBack', 'ReturnoftheJedi', 'CaptainAmericaTheWinterSoldier', 'TheDarkKnightRises', 'StarWarsTheLastJedi', 'Spotlight', 'SoylentGreen', 'Joker', 'TheBigShort', 'Incendies', 'TwinPeaksFireWalkwithMe', 'DunePartTwo', 'TheCelebration']",3.85
"Aw, Look! They Really Do Love Each Other",27,"['TheEmpireStrikesBack', 'ReturnoftheJedi', 'IronMan3', 'TheBigLebowski', 'TheHobbitAnUnexpectedJourney', 'EternalSunshineoftheSpotlessMind', 'GuardiansoftheGalaxyVol2', 'ScottPilgrimvstheWorld', 'ThorRagnarok', 'ThePost', 'BlackMirrorBandersnatch', 'TheAbyss', 'MeanStreets', 'BigTroubleinLittleChina', 'StarWarsTheRiseofSkywalker', 'KnivesOut', 'Hamilton', 'SpiderManIntotheSpiderVerse', 'StarTrekIIITheSearchforSpock', 'StarTrekIVTheVoyageHome', 'Oppenheimer', 'Nope', 'AWomanUndertheInfluence', 'ToyStory2', 'Clueless', 'PalmSprings', 'MyCousinVinny']",3.46
Badass Normal,9,"['TheEmpireStrikesBack', 'AvengersAgeofUltron', 'IronMan3', 'CaptainAmericaTheWinterSoldier', 'Dogma', 'HardcoreHenry', 'Gattaca', 'Overlord', 'SpiderManIntotheSpiderVerse']",3.39
Bad Boss,24,"['TheEmpireStrikesBack', 'BrokebackMountain', 'Spy', 'RatchetAndClank2016', 'CaptainAmericaCivilWar', 'StraightOuttaCompton', 'TheBourneUltimatum', 'JasonBourne', 'WarDogs', 'TwelveYearsASlave', 'HardcoreHenry', 'BabyDriver', 'ThorRagnarok', 'KingsmanTheGoldenCircle', 'Network', 'JohnWickChapter3Parabellum', 'GreenRoom', 'TheLighthouse', 'TheRoadtoElDorado', 'Chernobyl', 'TheDeathofStalin', 'OfficeSpace', 'TheAssistant', 'Glory']",3.21
The Bad Guy Wins,35,"['TheEmpireStrikesBack', 'Se7en', 'CaptainAmericaCivilWar', 'ItsaWonderfulLife', 'NowYouSeeMe2', 'TheGreatEscape', 'RosemarysBaby', 'NoCountryforOldMen', 'DearZacharyALettertoaSonAboutHisFather', 'FightClub', 'AlienCovenant', 'BlowOut', 'Valkyrie', 'Hereditary', 'ThePhantomMenace', 'FunnyGames', 'WeNeedtoTalkAboutKevin', 'Brazil', 'Chinatown', 'Joker', 'Midsommar', 'TheWitch', 'TheBigShort', 'Hamilton', 'Split', 'PromisingYoungWoman', 'SpiderManFarFromHome', 'SpiderManNoWayHome', 'LookWhosBack', 'Us', 'TheMenu', 'Tusk', 'DunePartTwo', 'ToyStory2', 'Snowpiercer']",3.44
Bald of Evil,20,"['TheEmpireStrikesBack', 'AntMan', 'MysticRiver', 'TheDarkKnightRises', 'AmericanHistoryX', 'StraightOuttaCompton', 'AssassinsCreed', 'District9', 'FightClub', 'WarforthePlanetoftheApes', 'EventHorizon', 'PinkFloydTheWall', 'ReadyPlayerOne', 'ApocalypseNow', 'JohnWickChapter3Parabellum', 'GreenRoom', 'DunePartTwo', 'TheDeathofStalin', 'Nosferatu', 'Snowpiercer']",3.48
Belligerent Sexual Tension,21,"['TheEmpireStrikesBack', 'TwentyOneJumpStreet2012', 'ThisMeansWar', 'TheDarkKnightRises', 'TheHatefulEight', 'TheSwanPrincess', 'AStreetcarNamedDesire', 'TheirFinest', 'FightClub', 'LaLaLand', 'PrideandPrejudiceandZombies', 'ValerianandtheCityofaThousandPlanets', 'TheMaskofZorro', 'PrideAndPrejudice2005', 'SpiderManHomecoming', 'Booksmart', 'Clueless', 'ButImaCheerleader', 'Bottoms', 'Anora', 'GodsOwnCountry']",3.33
Big Damn Kiss,15,"['TheEmpireStrikesBack', 'AvengersAgeofUltron', 'SlumdogMillionaire', 'TheDarkKnightRises', 'GroundhogDay', 'LettheRightOneIn', 'StarWarsTheLastJedi', 'TheGoonies', 'PrideandPrejudiceandZombies', 'TheAbyss', 'Booksmart', 'Secretary', 'TheDayAfterTomorrow', 'Bottoms', 'PopstarNeverStopNeverStopping']",3.40
Big Good,16,"['TheEmpireStrikesBack', 'CaptainAmericaTheWinterSoldier', 'LazerTeam', 'Dogma', 'OntheWaterfront', 'ItsaWonderfulLife', 'HardcoreHenry', 'TheGreatEscape', 'TheHobbitAnUnexpectedJourney', 'Valkyrie', 'ValerianandtheCityofaThousandPlanets', 'Arrival', 'SpiderManHomecoming', 'SpiderManFarFromHome', 'Idiocracy', 'OneBattleAfterAnother']",3.28
"Big ""SHUT UP!""",23,"['TheEmpireStrikesBack', 'InsideOut', 'PulpFiction', 'TheGreenMile', 'PacificRim', 'CaptainAmericaTheWinterSoldier', 'TheDeparted', 'TheBreakfastClub', 'PunchDrunkLove', 'Logan', 'HotFuzz', 'WeirdScience', 'BillAndTedsExcellentAdventure', 'TheTrumanShow', 'Dune1984', 'Luca', 'SpiderManHomecoming', 'DunePartTwo', 'Fargo', 'ToyStory1', 'TheWildRobot', 'HowlsMovingCastle', 'GirlInterrupted']",3.59
Black Comedy,86,"['TheEmpireStrikesBack', 'InsideOut', 'TheShining', 'PulpFiction', 'AmericanBeauty', 'BirdmanorTheUnexpectedVirtueofIgnorance', 'GoneGirl', 'DjangoUnchained', 'TheWolfofWallStreet', 'CaptainAmericaTheWinterSoldier', 'YesMan', 'FiftyFifty2011', 'TheDeparted', 'Dogma', 'TheBreakfastClub', 'Elle', 'TheNiceGuys', 'FromDuskTillDawn', 'CityofGod', 'GroundhogDay', 'HardcoreHenry', 'TheBigLebowski', 'JohnWickChapter2', 'ThereWillBeBlood', 'District9', 'FightClub', 'Prometheus', 'TheTerminator', 'PoultrygeistNightoftheChickenDead', 'DrStrangeloveorHowILearnedtoStopWorryingandLovetheBomb', 'KingsmanTheGoldenCircle', 'HappyEnd', 'StarWarsTheLastJedi', 'DisasterMovie', 'PinkFloydTheWall', 'Network', 'Deadpool2', 'BlackMirrorBandersnatch', 'JohnWickChapter3Parabellum', 'Brazil', 'Joker', 'Midsommar', 'TheLighthouse', 'TheGoodtheBadandtheUgly', 'Hamilton', 'JojoRabbit', 'RayaandtheLastDragon', 'ThankYouforSmoking', 'ThreeBillboardsOutsideEbbingMissouri', 'MemoriesofMurder', 'AmericanPsycho', 'TheFrenchDispatchoftheLibertyKansasEveningSun', 'SpiderManHomecoming', 'PathsofGlory', 'Us', 'TheMenu', 'InBruges', 'TriangleofSadness', 'SpiderManIntotheSpiderVerse', 'Dogtooth', 'KillersoftheFlowerMoon', 'WhoFramedRogerRabbit', 'GuardiansoftheGalaxyVol3', 'MasterandCommanderTheFarSideoftheWorld', 'TheDeathofStalin', 'EverythingEverywhereAllatOnce', 'Fargo', 'InOrderofDisappearance', 'ToyStory1', 'TheSubstance', 'ToyStory3', 'SwissArmyMan', 'Clueless', 'TheWildRobot', 'Bottoms', 'Anora', 'MulhollandDrive', 'LittleMissSunshine', 'Mickey17', 'TheDiscreetCharmoftheBourgeoisie', 'Happiness', 'LoveLiesBleeding', 'KPopDemonHunters', 'TheKingofComedy', 'GlassOnion', 'WakeUpDeadMan']",3.51
Bloodless Carnage,38,"['TheEmpireStrikesBack', 'InsideOut', 'EdgeofTomorrow', 'StarWarsTheForceAwakens', 'HowtoTrainYourDragon2', 'Casablanca', 'TheBourneUltimatum', 'RogueOneAStarWarsStory', 'Inception', 'TheGreatEscape', 'TheHobbitAnUnexpectedJourney', 'Logan', 'SunsetBoulevard', 'HotFuzz', 'GuardiansoftheGalaxyVol2', 'ScottPilgrimvstheWorld', 'WarforthePlanetoftheApes', 'Dunkirk', 'LettheRightOneIn', 'ThorRagnarok', 'LiveFreeorDieHard', 'ReadyPlayerOne', 'BigTroubleinLittleChina', 'TheLegoMovie', 'SpiderManFarFromHome', 'SpiderManIntotheSpiderVerse', 'WhoFramedRogerRabbit', 'DunePartTwo', 'TheWildRobot', 'TheGodfather', 'TheGodfatherPartII', 'HomeAlone', 'RaidersoftheLostArk', 'MulhollandDrive', 'BlackPanther', 'TheSkinILiveIn', 'SevenSamurai', 'TheIronGiant']",3.55
"Blunt ""Yes""",11,"['TheEmpireStrikesBack', 'AmericanBeauty', 'IronMan3', 'CaptainAmericaCivilWar', 'ThorRagnarok', 'OnceUponaTimeinHollywood', 'UncutGems', 'JojoRabbit', 'SpiderManIntotheSpiderVerse', 'LAConfidential', 'KPopDemonHunters']",3.64
